Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
.,org.pdfsam.ui.notification,NotificationsController,onTaskFailed,Long Statement,The length of the statement "container.addNotification(DefaultI18nContext.getInstance().i18n("Invalid parameters")`buildLabel(DefaultI18nContext.getInstance().i18n("Input parameters are invalid` open the application messages for details.")`NotificationType.ERROR));" is 236.
.,org.pdfsam.ui.notification,NotificationsController,onTaskFailed,Long Statement,The length of the statement "container.addNotification(DefaultI18nContext.getInstance().i18n("Access denied")`buildLabel(DefaultI18nContext.getInstance().i18n("Unable to access \"{0}\"` please make sure you have write permissions or open the application messages for details."`((AccessDeniedException)root).getFile())`NotificationType.ERROR));" is 314.
.,org.pdfsam.ui.notification,NotificationsController,onTaskCompleted,Long Identifier,The length of the field TIMES_BEFORE_ENTERPRISE_NOTICE is 30.
.,org.pdfsam.ui.notification,NotificationsController,onTaskCompleted,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.notification,NotificationsController,addDonationNotification,Long Statement,The length of the statement "VBox content=new VBox(3`buildLabel(DefaultI18nContext.getInstance().i18n("You performed {0} tasks with PDFsam` did it help?"`Long.toString(usages))`NotificationType.GO_PRO)`styledUrlButton(DefaultI18nContext.getInstance().i18n("Give something back")`pdfsam.property(ConfigurableProperty.DONATE_URL)`null));" is 306.
.,org.pdfsam.ui.notification,NotificationsController,addDonationNotification,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.notification,NotificationsController,addShareNotification,Long Statement,The length of the statement "VBox content=new VBox(3`buildLabel(DefaultI18nContext.getInstance().i18n("You performed {0} tasks with PDFsam` did it help?"`Long.toString(usages))`NotificationType.SHARE)`new HBox(3`spacer`styledUrlButton(null`pdfsam.property(ConfigurableProperty.FACEBOOK_SHARE_URL)`FontAwesomeIcon.FACEBOOK)`styledUrlButton(DefaultI18nContext.getInstance().i18n("Spread the word!")`pdfsam.property(ConfigurableProperty.TWEETER_SHARE_URL)`FontAwesomeIcon.TWITTER)));" is 451.
.,org.pdfsam.ui.notification,NotificationsController,addShareNotification,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.notification,NotificationsController,addShareNotification,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.notification,NotificationsController,onUpdateAvailable,Long Statement,The length of the statement "VBox content=new VBox(3`buildLabel(DefaultI18nContext.getInstance().i18n("PDFsam {0} is available for download"`event.availableVersion)`NotificationType.INFO)`styledUrlButton(DefaultI18nContext.getInstance().i18n("Download")`pdfsam.property(ConfigurableProperty.DOWNLOAD_URL)`null));" is 283.
.,org.pdfsam.ui.notification,NotificationsController,onUpdateAvailable,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.notification,NotificationsController,onNoUpdateAvailable,Long Statement,The length of the statement "VBox content=new VBox(3`buildLabel(DefaultI18nContext.getInstance().i18n("You are running the latest version of PDFsam Basic")`NotificationType.INFO));" is 151.
.,org.pdfsam.ui.notification,NotificationsController,onNoUpdateAvailable,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.notification,NotificationsController,onNewImportantNews,Long Statement,The length of the statement "VBox content=new VBox(3`buildLabel(event.news.getContent()`null)`styledUrlButton(DefaultI18nContext.getInstance().i18n("Open")`event.news.getLink()`FontAwesomeIcon.EXTERNAL_LINK));" is 180.
.,org.pdfsam.ui.notification,NotificationsController,onNewImportantNews,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.notification,NotificationsContainerTest,addNotification,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.notification,NotificationsContainerTest,addStickyNotification,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.notification,NotificationsControllerTest,onInvalidParameters,Long Statement,The length of the statement "TaskExecutionFailedEvent event=new TaskExecutionFailedEvent(new InvalidTaskParametersException(""`Collections.emptyList())`null);" is 129.
.,org.pdfsam.ui.notification,NotificationsControllerTest,onAccessDenied,Long Statement,The length of the statement "TaskExecutionFailedEvent event=new TaskExecutionFailedEvent(new TaskIOException(new AccessDeniedException("the file"))`null);" is 125.
.,org.pdfsam.ui.notification,NotificationsControllerTest,onTaskCompleteAndNoProDisplay,Magic Number,The method contains a magic number: 6L
.,org.pdfsam.ui.notification,NotificationsControllerTest,onTaskCompleteAndProDisplay,Magic Number,The method contains a magic number: 5L
.,org.pdfsam.ui.notification,NotificationsControllerTest,onTaskCompleteDontDisplaySettingIsOn,Magic Number,The method contains a magic number: 5L
.,org.pdfsam.ui.prefix,PrefixField,PrefixField,Magic Number,The method contains a magic number: 300
.,org.pdfsam.ui.prefix,PrefixField,PrefixMenuItem,Long Statement,The length of the statement "this(ofNullable(prefix).map(Prefix::getFriendlyName).orElseThrow(() -> new IllegalArgumentException("Prefix cannot be null")));" is 127.
.,org.pdfsam.ui.prefix,PrefixMenuItem,PrefixMenuItem,Long Statement,The length of the statement "this(ofNullable(prefix).map(Prefix::getFriendlyName).orElseThrow(() -> new IllegalArgumentException("Prefix cannot be null")));" is 127.
.,org.pdfsam.ui.prefix,PrefixPane,PrefixPane,Long Statement,The length of the statement "getChildren().addAll(new Label(DefaultI18nContext.getInstance().i18n("Generated PDF documents name prefix:"))`field`helpIcon(new TextFlow(new Text(ctx.i18n("Prefix for the output files name.") + System.lineSeparator())`new Text(ctx.i18n("Some special keywords are replaced with runtime values.") + System.lineSeparator())`new Text(ctx.i18n("Right click to add these keywords.")))));" is 382.
.,org.pdfsam.ui.prefix,PrefixFieldTest,contextMenuReplacesText,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.prefix,PrefixFieldTest,contextMenuReplacesText,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection,PasswordFieldPopup,PasswordFieldPopupContent,Long Statement,The length of the statement "Button doneButton=FontAwesomeIconFactory.get().createIconButton(FontAwesomeIcon.UNLOCK`DefaultI18nContext.getInstance().i18n("Unlock"));" is 136.
.,org.pdfsam.ui.selection,PasswordFieldPopupContent,PasswordFieldPopupContent,Long Statement,The length of the statement "Button doneButton=FontAwesomeIconFactory.get().createIconButton(FontAwesomeIcon.UNLOCK`DefaultI18nContext.getInstance().i18n("Unlock"));" is 136.
.,org.pdfsam.ui.selection.multiple,IndexColumn,IndexColumn,Magic Number,The method contains a magic number: 26
.,org.pdfsam.ui.selection.multiple,IndexColumn,IndexColumn,Magic Number,The method contains a magic number: 86
.,org.pdfsam.ui.selection.multiple,LoadingColumn,cellFactory,Long Statement,The length of the statement "@Override public TableCell<SelectionTableRowData`PdfDescriptorLoadingStatus> call( TableColumn<SelectionTableRowData`PdfDescriptorLoadingStatus> param){" is 152.
.,org.pdfsam.ui.selection.multiple,LoadingColumn,getTableColumn,Magic Number,The method contains a magic number: 26
.,org.pdfsam.ui.selection.multiple,LoadingColumn,getTableColumn,Magic Number,The method contains a magic number: 26
.,org.pdfsam.ui.selection.multiple,PaceColumn,getTableColumn,Long Statement,The length of the statement "tableColumn.setOnEditCommit(t -> t.getTableView().getItems().get(t.getTablePosition().getRow()).pace.set(defaultIfBlank(t.getNewValue()`"1")));" is 143.
.,org.pdfsam.ui.selection.multiple,PaceColumn,cellFactory,Long Statement,The length of the statement "return new TooltippedTextFieldTableCell(DefaultI18nContext.getInstance().i18n("Double click to set the number of pages after which the task will switch to the next file"));" is 172.
.,org.pdfsam.ui.selection.multiple,PaceColumn,call,Long Statement,The length of the statement "return new TooltippedTextFieldTableCell(DefaultI18nContext.getInstance().i18n("Double click to set the number of pages after which the task will switch to the next file"));" is 172.
.,org.pdfsam.ui.selection.multiple,PageRangesColumn,getTableColumn,Long Statement,The length of the statement "tableColumn.setOnEditCommit(t -> t.getTableView().getItems().get(t.getTablePosition().getRow()).pageSelection.set(t.getNewValue()));" is 132.
.,org.pdfsam.ui.selection.multiple,ReverseColumn,getTableColumn,Long Statement,The length of the statement "tableColumn.setCellValueFactory(new Callback<CellDataFeatures<SelectionTableRowData`Boolean>`ObservableValue<Boolean>>(){" is 121.
.,org.pdfsam.ui.selection.multiple,SelectionChangedEvent,canMove,Missing default,The following switch statement is missing a default case: switch (type) {
.,org.pdfsam.ui.selection.multiple,SelectionTable,initTopSectionContextMenu,Long Statement,The length of the statement "MenuItem setDestinationItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Set destination")`MaterialDesignIcon.AIRPLANE_LANDING);" is 137.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initTopSectionContextMenu,Long Statement,The length of the statement "setDestinationItem.setOnAction(e -> eventStudio().broadcast(requestDestination(getSelectionModel().getSelectedItem().descriptor().getFile()`getOwnerModule())`getOwnerModule()));" is 177.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initTopSectionContextMenu,Long Statement,The length of the statement "MenuItem setPageRangesItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Set as range for all")`MaterialDesignIcon.FORMAT_INDENT_INCREASE);" is 147.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initTopSectionContextMenu,Long Statement,The length of the statement "setPageRangesItem.setOnAction(e -> eventStudio().broadcast(new SetPageRangesRequest(getSelectionModel().getSelectedItem().pageSelection.get())`getOwnerModule()));" is 162.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initItemsSectionContextMenu,Long Statement,The length of the statement "MenuItem moveTopSelected=createMenuItem(DefaultI18nContext.getInstance().i18n("Move to Top")`MaterialDesignIcon.CHEVRON_DOUBLE_UP);" is 131.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initItemsSectionContextMenu,Long Statement,The length of the statement "MenuItem moveDownSelected=createMenuItem(DefaultI18nContext.getInstance().i18n("Move Down")`MaterialDesignIcon.CHEVRON_DOWN);" is 125.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initItemsSectionContextMenu,Long Statement,The length of the statement "MenuItem moveBottomSelected=createMenuItem(DefaultI18nContext.getInstance().i18n("Move to Bottom")`MaterialDesignIcon.CHEVRON_DOUBLE_DOWN);" is 139.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initItemsSectionContextMenu,Long Statement,The length of the statement "MenuItem duplicateItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Duplicate")`MaterialDesignIcon.CONTENT_DUPLICATE);" is 127.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initBottomSectionContextMenu,Long Statement,The length of the statement "MenuItem copyItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Copy to clipboard")`MaterialDesignIcon.CONTENT_COPY);" is 125.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initBottomSectionContextMenu,Long Statement,The length of the statement "MenuItem infoItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Document properties")`MaterialDesignIcon.INFORMATION_OUTLINE);" is 134.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initBottomSectionContextMenu,Long Statement,The length of the statement "infoItem.setOnAction(e -> Platform.runLater(() -> eventStudio().broadcast(new ShowPdfDescriptorRequest(getSelectionModel().getSelectedItem().descriptor()))));" is 158.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initBottomSectionContextMenu,Long Statement,The length of the statement "openFileItem.setOnAction(e -> eventStudio().broadcast(new OpenFileRequest(getSelectionModel().getSelectedItem().descriptor().getFile())));" is 138.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initBottomSectionContextMenu,Long Statement,The length of the statement "MenuItem openFolderItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Open Folder")`MaterialDesignIcon.FOLDER_OUTLINE);" is 127.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initBottomSectionContextMenu,Long Statement,The length of the statement "openFolderItem.setOnAction(e -> eventStudio().broadcast(new OpenFileRequest(getSelectionModel().getSelectedItem().descriptor().getFile().getParentFile())));" is 156.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initDragAndDrop,Complex Method,Cyclomatic complexity of the method is 12
.,org.pdfsam.ui.selection.multiple,SelectionTable,initDragAndDrop,Long Statement,The length of the statement "List<SelectionTableRowData> toMove=dragged.stream().map(getItems()::get).filter(Objects::nonNull).collect(Collectors.toList());" is 127.
.,org.pdfsam.ui.selection.multiple,SelectionTable,initDragAndDrop,Magic Number,The method contains a magic number: 0.6
.,org.pdfsam.ui.selection.multiple,SelectionTable,onLoadDocumentsRequest,Long Statement,The length of the statement "loadEvent.getDocuments().stream().findFirst().ifPresent(f -> eventStudio().broadcast(requestFallbackDestination(f.getFile()`getOwnerModule())`getOwnerModule()));" is 161.
.,org.pdfsam.ui.selection.multiple,SelectionTable,showPasswordFieldPopup,Long Statement,The length of the statement "Point2D nodeCoord=request.getRequestingNode().localToScene(request.getRequestingNode().getWidth() / 2`request.getRequestingNode().getHeight() / 1.5);" is 149.
.,org.pdfsam.ui.selection.multiple,SelectionTable,showPasswordFieldPopup,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTable,showPasswordFieldPopup,Magic Number,The method contains a magic number: 1.5
.,org.pdfsam.ui.selection.multiple,SelectionTable,showPasswordFieldPopup,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTable,showPasswordFieldPopup,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTable,copySelectedToClipboard,Long Statement,The length of the statement "return item.descriptor().getFile().getAbsolutePath() + "` " + item.descriptor().getFile().length()+ "` "+ item.descriptor().pages().getValue();" is 143.
.,org.pdfsam.ui.selection.multiple,SelectionTable,restoreStateFrom,Long Statement,The length of the statement "PdfDocumentDescriptor descriptor=PdfDocumentDescriptor.newDescriptor(new File(f)`ofNullable(data.get(id + "input.password.enc" + i)).map(EncryptionUtils::decrypt).orElseGet(() -> data.get(defaultString(getId()) + "input.password." + i)));" is 238.
.,org.pdfsam.ui.selection.multiple,SelectionTableToolbar,loadDocuments,Long Statement,The length of the statement "RememberingLatestFileChooserWrapper fileChooser=FileChoosers.getFileChooser(DefaultI18nContext.getInstance().i18n("Select pdf documents to load")`FileType.PDF);" is 160.
.,org.pdfsam.ui.selection.multiple,SelectionTableToolbar,loadList,Long Statement,The length of the statement "RememberingLatestFileChooserWrapper fileChooser=FileChoosers.getFileChooser(DefaultI18nContext.getInstance().i18n("Select a text or CSV file to load")`FileType.CSV`FileType.TXT);" is 178.
.,org.pdfsam.ui.selection.multiple,AddButton,loadDocuments,Long Statement,The length of the statement "RememberingLatestFileChooserWrapper fileChooser=FileChoosers.getFileChooser(DefaultI18nContext.getInstance().i18n("Select pdf documents to load")`FileType.PDF);" is 160.
.,org.pdfsam.ui.selection.multiple,AddButton,loadList,Long Statement,The length of the statement "RememberingLatestFileChooserWrapper fileChooser=FileChoosers.getFileChooser(DefaultI18nContext.getInstance().i18n("Select a text or CSV file to load")`FileType.CSV`FileType.TXT);" is 178.
.,org.pdfsam.ui.selection.multiple,TooltippedTextFieldTableCell,TooltippedTextFieldTableCell,Complex Method,Cyclomatic complexity of the method is 8
.,org.pdfsam.ui.selection.multiple,TooltippedTextFieldTableCell,commitEdit,Long Statement,The length of the statement "CellEditEvent<SelectionTableRowData`String> event=new CellEditEvent<>(table`new TablePosition<>(table`getIndex()`column)`TableColumn.editCommitEvent()`item);" is 157.
.,org.pdfsam.ui.selection.multiple,IntegerColumnTest,comparators,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.selection.multiple,IntegerColumnTest,pages,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.selection.multiple,IntegerColumnTest,getPagesObservableValue,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.selection.multiple,IntegerColumnTest,getPagesObservableValue,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.selection.multiple,LongColumnTest,comparators,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.selection.multiple,LongColumnTest,size,Magic Number,The method contains a magic number: 1024
.,org.pdfsam.ui.selection.multiple,LongColumnTest,size,Magic Number,The method contains a magic number: 1024
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,single,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,single,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,single,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,getSingle,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,getSingle,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,getSingle,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveUp,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveUp,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveUp,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveUp,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveUp,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveBottom,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveBottom,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveBottom,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveBottom,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveBottom,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveBottom,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveDown,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveDown,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveDown,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveDown,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveDown,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveTop,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveTop,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,cantMoveTop,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveTop,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionChangedEventTest,canMoveTop,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,start,Long Statement,The length of the statement "victim=new SelectionTable(MODULE`true`true`new SelectionTableColumn<?>[]{new LoadingColumn(MODULE)`FileColumn.NAME`LongColumn.SIZE`IntColumn.PAGES`LongColumn.LAST_MODIFIED`new PageRangesColumn()});" is 197.
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,itemsAdded,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,onSaveWorkspaceEmpty,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,onSaveWorkspaceEncryptedPwdStored,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,onSaveWorkspaceEncryptedNoPwdStored,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,restoreStateFromPwdBackwardCompatible,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,restoreStateFrom,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,restoreStateFrom,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,restoreStateFromEmpty,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,restoreStateFromSizeZero,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,clear,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,encryptedThrowsRequest,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,encryptedThrowsRequest,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,removeByContextMenu,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,removeMultiple,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,removeMultiple,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,removeRelease,Long Statement,The length of the statement "Optional<SelectionTableRowData> item=victim.getItems().stream().filter(i -> "temp.pdf".equals(i.descriptor().getFileName())).findFirst();" is 137.
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,removeRelease,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,clearInvalidatesDuplicatedItems,Long Statement,The length of the statement "Optional<SelectionTableRowData> item=victim.getItems().stream().filter(i -> "temp.pdf".equals(i.descriptor().getFileName())).findFirst();" is 137.
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,clearInvalidatesDuplicatedItems,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,duplicate,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,moveSelected,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,moveBottomByContextMenu,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,moveUpByContextMenu,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,moveTopByContextMenu,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,copy,Long Statement,The length of the statement "WaitForAsyncUtils.waitForAsyncFx(2000`() -> assertFalse(StringUtils.isEmpty(Clipboard.getSystemClipboard().getContent(DataFormat.PLAIN_TEXT).toString())));" is 155.
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,copy,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,copy,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,pageRangesForAllByContextMenu,Long Statement,The length of the statement "Optional<SelectionTableRowData> item=victim.getItems().stream().filter(i -> "temp.pdf".equals(i.descriptor().getFileName())).findFirst();" is 137.
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,infoByContextMenu,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,iconsAreShown,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,iconsAreShown,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,clickWithErrorsShowsLogStage,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,logEventOnclickOn,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,logEventOnclickOn,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,editCommitOnFocusLost,Long Statement,The length of the statement "Optional<SelectionTableRowData> item=victim.getItems().stream().filter(i -> "temp.pdf".equals(i.descriptor().getFileName())).findFirst();" is 137.
.,org.pdfsam.ui.selection.multiple,SelectionTableTest,populate,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableToolbarTest,enableByFiringSelectionChange,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableToolbarTest,enableByFiringSelectionChange,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.multiple,SelectionTableToolbarTest,enableByFiringSelectionChange,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple,SelectionTableToolbarTest,enableByFiringSelectionChange,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple,SelectionTableWithoutDuplicateTest,start,Long Statement,The length of the statement "victim=new SelectionTable(MODULE`false`true`new SelectionTableColumn<?>[]{new LoadingColumn(MODULE)`FileColumn.NAME`LongColumn.SIZE`IntColumn.PAGES`LongColumn.LAST_MODIFIED`new PageRangesColumn()});" is 198.
.,org.pdfsam.ui.selection.multiple,SelectionTableWithoutDuplicateTest,populate,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple,SelectionTableWithoutMoveTest,start,Long Statement,The length of the statement "SelectionTable victim=new SelectionTable(MODULE`true`false`new SelectionTableColumn<?>[]{new LoadingColumn(MODULE)`FileColumn.NAME`LongColumn.SIZE`IntColumn.PAGES`LongColumn.LAST_MODIFIED`new PageRangesColumn()});" is 213.
.,org.pdfsam.ui.selection.multiple,SelectionTableWithoutMoveTest,populate,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.multiple.move,MoveTypeTest,moveBottom,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveUp,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveUp,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveUp,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveUpWithFocus,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveUpWithFocus,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveUpWithFocus,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveUpWithFocus,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveDown,Magic Number,The method contains a magic number: 6
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveDown,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveDown,Magic Number,The method contains a magic number: 7
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveDownWithFocus,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveDownWithFocus,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveDownWithFocus,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.selection.multiple.move,MultipleSelectionAndFocusTest,moveDownWithFocus,Magic Number,The method contains a magic number: 6
.,org.pdfsam.ui.selection.multiple.move,SingleSelectionAndFocusTest,positive,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.selection.multiple.move,SingleSelectionAndFocusTest,positive,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.selection.multiple.move,SingleSelectionAndFocusTest,positive,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.selection.single,SingleSelectionPane,SingleSelectionPane,Magic Number,The method contains a magic number: 2
